id,nome,preco,codigo,por_peso,codigo_id,vendido
13,"AMENDOA 100 GR UNI.",7,7890000003148,0,314,1
14,"AMENDOIM GRELHADITOS 27GR",1,7896336012250,0,90784,1
15,"AMENDOIM MENDORATO 27GR",1,7896336012243,0,90783,1
20,"ARROZ DOCE",4,7890000003155,0,315,1
25,"B LACTEA  CHOCOMIL BLACK  LT 500ML",6,7896590817424,0,90773,1
26,"BALA BUTTER TOFFEES CHOC. AMARGO",0,7890000000208,0,20,1
27,"BALA BUTTER TOFFEES CHOCOLATE",0,7890000000697,0,69,1
28,"BALA BUTTER TOFFEES MENTA/ MINT",0,7890000000673,0,67,1
29,"BALA BUTTER TOFFEES TORTA DE LIMAO",0,7890000000680,0,68,1
30,"BALA CAFE SOBREANA",0,7890000000642,0,64,1
31,"BALA CANELA",0,7890000000376,0,37,1
32,"BALA CHITA",0,7890000000116,0,11,1
33,"BALA DROPS HALLS EXTRA FORTE 21 UNID",2,7890000006453,0,645,1
34,"BALA DROPS HALLS MELANCIA 21 UNID",2,7890000006460,0,646,1
35,"BALA DROPS HALLS MORANGO 21 UNID",2,7890000006477,0,647,1
36,"BALA GOMA DORI",1,7896058506105,0,44,1
37,"BALA HALLS CEREJA",2,78938793,0,75,1
38,"BALA HALLS EXTRA FORTE",2,78938816,0,71,1
39,"BALA HALLS MELANCIA",2,78938854,0,73,1
40,"BALA HALLS MENTA",2,78938830,0,74,1
41,"BALA HALLS MENTOL",2,78938823,0,72,1
42,"BALA HALLS MORANGO",2,78938847,0,41,1
43,"BALA HALLS UVA VERDE",2,78938861,0,70,1
44,"BALA HORTELA",0,7890000000383,0,38,1
45,"BALA ICE KISS SORTIDAS",0,7890000000437,0,43,1
46,"BALA LILITH",0,7890000000109,0,10,1
47,"BALA PACOQUITA",0,7890000000352,0,35,1
48,"BALA SANTA RITA SORTIDAS",0,7890000000659,0,65,1
53,"BANOFFEE UNID.",4,7890000005562,0,556,1
54,BARQUETE,39,7890000907705,1,90770,1
62,"BATATA EM FLOCOS NUTRICIONAL 1 KG",0,7890000001212,0,121,1
66,"BATATA RECHEADA CALABRESA C/ALHO PORO",9,7890000003988,0,398,1
67,"BATATA RECHEADA FRANGO",9,7890000003995,0,399,1
68,BATON,1,78912359,0,18,1
69,"BATON BRANCO",1,78912366,0,19,1
70,"BEBIDA LACTEA CHOC 200ML CHOCOMIL",1,7896590802123,0,658,1
71,"BEBIDA LACTEA CHOC 200ML TREVINHO KIDS",1,7896791970867,0,90853,1
72,"BEBIDA LACTEA CHOCOMIL 1L CEMIL",7,7896590801263,0,660,1
73,"BEBIDA LACTEA FRUTAS 1L VITAMIL",7,7896590801225,0,661,1
74,"BEBIDA LACTEA FRUTAS 200ML VITAMIL",1,7896590809023,0,659,1
75,"BEIJINHO UNID.",0,7890000005548,0,554,1
76,"BIG BIG 315GR MORANGO",0,7890000005487,0,548,1
77,"BIG BIG 315GR UVA",0,7890000005494,0,549,1
78,"BISCOITO COM QUEIJO TORRADINHO TESOURO DE MINAS",8,7898245010303,0,763,1
79,"BISCOITO DE AMENDOIM TESOURO DE MINAS",9,7898245010525,0,597,1
80,"BISCOITO DE QUEIJO FERRADURA KG",29,7890000007528,1,752,1
81,"BISCOITO ESCALDADO KG",32,7890000908405,1,90840,1
82,"BISCOITO ESCALDADO TESOURO DE MINAS",8,7898245010426,0,762,1
83,"BISCOITO FRITO  UNID.",3,7890000001601,0,160,1
84,"BISCOITO FRITO DOCE",3,7890000005319,0,531,1
85,"BISCOITO PAPA OVO TESOURO DE MINAS",8,7898245010129,0,761,1
86,"BISCOITO TORRADINHO C/QUEIJO",32,7890000003858,1,385,1
87,"BOLACHA MAIZENA TRADICIONAL 170GR",4,7896058259094,0,474,1
88,"BOLACHA RECH. AYMORE 120GR CHOCOLATE",3,7896058255065,0,542,1
89,"BOLACHA RECH. AYMORE 120GR MORANGO",3,7896058255041,0,543,1
90,"BOLACHA RECH. TORTINE 90GR CHOCOLATE",3,7896058257618,0,90804,1
91,"BOLACHA SALPET 200GR",5,7896058217889,0,90788,1
92,"BOLACHINHA COM QUEIJO E GOIABADA UNID.",2,7890000007665,0,766,1
93,"BOLACHINHA DE NATA UNID.",4,7890000007658,0,765,1
94,"BOLINHA DE QUEIJO KG",32,7890000001298,1,129,1
95,"BOLINHA DE QUEIJO KG CRU",28,7890000003674,1,367,1
96,"BOLINHA PIZZA KG",32,7890000001274,1,127,1
97,"BOLINHA PIZZA KG CRU",28,7890000003667,1,366,1
98,"BOLINHO DE TILAPIA 20 GR",39,7890000907750,1,90775,1
99,"BOLO BRIGADEIRO",10,7890000908450,0,90845,1
100,"BOLO BRIGADEIRO UNID.",10,7890000004305,0,430,1
101,"BOLO CACAROLA",11,7890000908412,0,90841,1
102,"BOLO CACAROLA UNIDADE",11,7890000003797,0,379,1
103,"BOLO CENOURA C/CHOC. UNID.",16,7890000004312,0,431,1
104,"BOLO COCADA",16,7890000907897,0,90789,1
105,"BOLO COCO ESPECIAL",16,7890000003810,0,381,1
106,"BOLO DE BANANA PEDACO",6,7890000004862,0,486,1
107,"BOLO DE CENOURA (TABULEIRO)",85,7890000907781,0,90778,1
108,"BOLO DE CENOURA PEDACO",4,7890000907453,0,90745,1
109,"BOLO DE FUBA",16,7890000004329,0,432,1
110,"BOLO DE FUBA PEDACO UNID.",3,7890000004275,0,427,1
111,"BOLO DE MILHO",16,7890000907729,0,90772,1
112,"BOLO FARINHA DE MILHO",16,7890000003827,0,382,1
113,"BOLO GELADO DE COCO PEDACO",5,7890000004923,0,492,1
114,"BOLO GELADO DE PRESTIGIO PEDACO",5,7890000004916,0,491,1
115,"BOLO INDIANO FATIA",7,7890000907439,0,90743,1
116,"BOLO INTEIRO/TORTA",59,7890000005210,1,521,1
117,"BOLO NO POTE",8,7890000003834,0,383,1
118,"BOLO PACOCA",16,7890000003803,0,380,1
119,"BOLO PRESTIGIO PEDACO",8,7890000908344,0,90834,1
120,"BOLO SABORES VARIADOS",16,7890000908146,0,90814,1
121,"BOLO VULCAO LIMAO",13,7890000907712,0,90771,1
122,"BOMBOM BONOBON BEIJINHO",1,78931251,0,90785,1
123,"BOMBOM BONOBON CHOC. AMARGO",1,7890000907866,0,90786,1
124,"BOMBOM GAROTO SERENATA DE AMOR 825 GR",0,7890000006507,0,650,1
125,"BOMBOM NO POTE DE MORANGO",8,7890000004565,0,456,1
126,"BOMBOM OURO BRANCO",1,78939318,0,6,1
127,"BOMBOM SERENETA DE AMOR",1,7891008414127,0,8,1
128,"BOMBOM SONHO DE VALSA",1,78939301,0,7,1
129,"BRIGADEIRO BRANCO UNID.",1,7890000005500,0,550,1
130,"BRIGADEIRO GRANDE UNID.",3,7890000908368,0,90836,1
131,"BRIGADEIRO UNID.",1,7890000003100,0,310,1
132,"BROA DE FUBA KG",29,7890000004855,1,485,1
133,"BROA DE FUBA UNID.",2,7890000907767,0,90776,1
134,"BROWNIE DE CHOCOLATE",7,7890000005265,0,526,1
135,"BUTTER TOFFE 500GR MARACUJA",0,7890000005463,0,546,1
136,"CACAROLA FRANCESA COCO UNIDADE",8,7890000003735,0,373,1
137,"CACAROLA ITALIANA CALDA UNIDADE",8,7890000003179,0,317,1
138,"CACHORRO QUENTE",8,7890000007436,0,743,1
139,"CAFE C/ LEITE",2,7890000005845,0,584,1
140,"CAFE DAS GERAIS 250 GR TORRADO E MOIDO",10,7898132670047,0,168,1
141,"CAFE EXTRA FORTE DAS GERAIS 500 GR TORRADO E MOIDO",26,7890000001670,0,167,1
142,"CAFE S/ ACUCAR",1,7890000003162,0,316,1
143,"CAJUZINHO GRANDE",3,7890000908429,0,90842,1
144,"CAJUZINHO RECHEADO DOCE DE LEITE",2,7890000005722,0,572,1
145,"CAJUZINHO UNID. PQ",1,7890000003117,0,311,1
150,CANOLE,7,7890000908177,0,90817,1
155,"CAROLINA KG",29,7890000007641,1,764,1
156,CARVAO,15,7898216750313,0,638,1
158,CATAVENTO,3,7898656683264,0,12,1
159,"CATAVENTO OCULOS",4,7890000005593,0,559,1
161,"CENTO DE DOCES",80,7890000005197,0,519,1
162,"CENTO MINI PIZZA",100,7890000003520,0,352,1
163,"CENTO SALGADOS VARIADOS",85,7890000004022,0,402,1
164,"CENTO SALGADOS VARIADOS CRU",85,7890000004893,0,489,1
165,"CENTO SALGADOS VARIADOS CRU PRECO ANTIGO",70,7890000907491,0,90749,1
166,"CENTO SALGADOS VARIADOS.",85,7890000907484,0,90748,1
169,"CERVEJA ANTARCTICA PILSEN LT 473ML",5,7891991009164,0,90781,1
170,"CERVEJA ANTARCTICA SUBZERO LT 473ML",5,7891991010153,0,90779,1
171,"CERVEJA BRAHMA CHOPP  LT 473ML",5,7891149011001,0,90780,1
172,"CERVEJA BRAHMA DUPLO MALTE LT 473ML",6,7891991298827,0,90835,1
173,"CERVEJA SKOL LT 473ML",5,7891149201006,0,90782,1
176,"CHIC. BABA DA BRUXA",0,7890000000475,0,47,1
177,"CHIC. CABECA DE ABOBORA",0,7890000000451,0,45,1
178,"CHICLE BBIG BIGAO T. FRUTTI",2,7891118026081,0,90787,1
179,"CHICLE BUBBALOO HORTELA",0,7890000908184,0,90818,1
180,"CHICLE BUBBALOO MORANGO",0,7890000908191,0,90819,1
181,"CHICLE BUZZY C/100 LOL TUTTI FRUT",0,7890000006897,0,689,1
182,"CHICLE BUZZY C/100 LUCAS NETO HORTELA",0,7890000006903,0,690,1
183,"CHICLE HAPPY BOL 140GR PINT LINGUA TUT",0,7890000006927,0,692,1
184,"CHICLE HAPPY BOL 140GR PINT LINGUA TUT1",0,7890000006910,0,691,1
185,"CHICLE PLUT 337GR ZUMBISS",1,7891118013838,0,547,1
186,"CHICLE POOSH 200GR UVA",0,78928015,0,604,1
187,"CHICLE POOSH HORTELA",0,7890000000826,0,82,1
188,"CHICLE POOSH TUTTI FRUTTI",0,7890000000390,0,39,1
189,"CHICLE POOSH UVA",0,7890000000819,0,81,1
190,"CHICLE ZONE FRAMBOESA",0,7896043359266,0,63,1
191,"CHICLE ZONE MORANGO",0,7896043352595,0,80,1
192,"CHICLETE ADAMS HORTELA CAIXINHA 2,8G CX C/100",0,78932609,0,452,1
193,"CHICLETE BUZZY TATTOO HORTELA 100 UND",7,7890000005067,0,506,1
194,"CHICLETE BUZZY TRIBAL BARBIE TUTTI FRUTTI",0,7890000000833,0,83,1
195,"CHICLETE BUZZY TRIBAL LUCAS NETO TUTTI FRUTTI",0,7890000000505,0,50,1
196,"CHICLETE PLUT. ATOMIC MIST 22GR",1,7891118012619,0,49,1
197,"CHICLETE PLUT. ZUMBIS 22,5GR",1,7890000000581,0,58,1
198,"CHICLETE POOSH HORTELA 200 GR",0,78927995,0,505,1
199,"CHICLETE POOSH TUTTI FRUTTI 200 GR",0,78927988,0,504,1
200,"CHICLETE TRIDENT HORTELA 21/40 GR",2,7890000006422,0,642,1
201,"CHICLETE TRIDENT MELANCIA 21/40 GR",2,7890000006446,0,644,1
202,"CHICLETE TRIDENT MENTA 21/40 GR",2,7890000006439,0,643,1
203,"CHOC TRENTO CHOCOLATE 16/32 GR",2,7890000006750,0,675,1
204,"CHOC. CARIBE",3,7891008121193,0,53,1
205,"CHOC. DIAMANTE NEGRO 34GR",4,7622210573322,0,4,1
206,"CHOC. KIT KAT AO LEITE 41,5GR",4,7891000248768,0,48,1
207,"CHOC. KIT KAT DARK 41,5GR",4,7891000248829,0,79,1
208,"CHOC. LAKA 20GR",2,7622300862442,0,78,1
209,"CHOC. LAKA 34GR",4,7622210573353,0,90825,1
210,"CHOC. LAKA OREO",2,7622210641939,0,3,1
211,"CHOC. PRESTIGIO",2,7891000460207,0,2,1
212,"CHOC. SENSACAO",3,7891000405000,0,36,1
213,"CHOC. SNICKERS CARAMELO",3,7896423420180,0,57,1
214,"CHOC. TRENTO AVELA 32G",2,7896306612831,0,90,1
215,"CHOC. TRENTO BRANCO DARK 32G",2,7896306616389,0,91,1
216,"CHOC. TRENTO CHEESECAKE DE MORANGO 32G",2,7890000000840,0,84,1
217,"CHOC. TRENTO CHOCOLATE 32G",2,7896306612817,0,89,1
218,"CHOC. TRENTO CREME 32G",2,7896306612824,0,86,1
219,"CHOC. TRENTO DARK 32G",2,7896306617492,0,87,1
220,"CHOC. TRENTO DUO 32G",2,7896306623448,0,52,1
221,"CHOC. TRENTO MORANGO 32G",2,7896306623158,0,92,1
222,"CHOC. TRENTO MOUSSE DE MARACUJA 32G",2,7896306619434,0,85,1
223,"CHOC. TRENTO TORTA DE LIMAO 32G",2,7896306618291,0,88,1
226,"CHOCOBOL UNID.",0,7890000005555,0,555,1
229,"CHOCOLATE LACTA 5 STAR",3,7622210411501,0,59,1
